Yield_CT,Yield_NT,Yield_change,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST,Site country,Location
4310,4180,-0.0302,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
7550,5370,-0.2887,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
4730,4210,-0.1099,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
6840,3680,-0.462,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
4630,3920,-0.1533,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
5320,3830,-0.2801,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
4600,4210,-0.0848,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
3650,4330,0.1863,Yes,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
3650,3510,-0.0384,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
4340,3690,-0.1498,No,5.06,97.31,rice,1,0,0,NA,NA,1,1,1663.8,929.96,733.84,30.4625,33.627,20.19508,Clay loam,Indonesia,"Alue Mudem Lhoksukon village, Nanggoe Aceh Darussalam Province"
2500,2400,-0.04,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam,Ethiopia,Meki
1800,1500,-0.1667,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam,Ethiopia,Meki
1800,1700,-0.0556,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam,Ethiopia,Meki
2100,700,-0.6667,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam,Ethiopia,Meki
4500,3900,-0.1333,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
2400,2200,-0.0833,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
3300,1800,-0.4545,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
1700,600,-0.6471,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
4500,3900,-0.1333,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
2500,2400,-0.04,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
2340,1000,-0.5726,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
500,100,-0.8,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
500,400,-0.2,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
3700,3900,0.0541,Yes,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
200,100,-0.5,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
2400,1300,-0.4583,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
700,600,-0.1429,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
4000,3900,-0.025,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
400,200,-0.5,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
1500,400,-0.7333,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
10900,9300,-0.1468,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam,Ethiopia,Meki
8300,7600,-0.0843,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam,Ethiopia,Meki
8200,7600,-0.0732,No,8.18,38.85,maize,1,0,0,0,0,1,1,409.5,807.755,-398.255,19.6125,28.52661,11.30607,Clay loam,Ethiopia,Meki
8700,5000,-0.4253,No,8.18,38.85,maize,2,0,0,0,1,1,1,728.9,847.388,-118.488,20.0875,27.92987,13.61402,Clay loam,Ethiopia,Meki
9200,7000,-0.2391,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
3800,3600,-0.0526,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
4900,3800,-0.2245,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
2800,1500,-0.4643,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
8100,7000,-0.1358,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
4300,4400,0.0233,Yes,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
4400,2000,-0.5455,No,-2.35,30.25,maize,1,1,1,0,0,1,1,464.4,520.069,-55.669,24.35,26.48293,17.14181,Clay,Rwanda,Bugesera
1800,900,-0.5,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
2200,2200,0,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
13600,14100,0.0368,Yes,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
3900,3700,-0.0513,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
10000,7600,-0.24,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
6400,5400,-0.1563,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
13100,12000,-0.084,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
3900,2800,-0.2821,No,-2.35,30.25,maize,2,1,1,0,1,1,1,558.3,512.182,46.118,24.425,26.6788,17.19974,Clay,Rwanda,Bugesera
8400,4400,-0.4762,No,-2.35,30.25,maize,3,1,1,0,1,1,1,342,526.376,-184.376,24.825,26.99082,16.62827,Clay,Rwanda,Bugesera
3076,2831,-0.0796,No,56.46,-3.08,barley.spring,2,0,0,0,0,0,0,258.9,271.576,-12.676,9.78,19.02476,2.30742,Loam,UK,Dundee
3286,3105,-0.0551,No,56.46,-3.08,barley.spring,3,0,0,0,0,0,0,269.4,268.575,0.825,9.62,20.3144,3.89681,Loam,UK,Dundee
2398,2683,0.1188,Yes,56.46,-3.08,barley.spring,4,0,0,0,0,0,0,247.7,292.79,-45.09,9.42,22.10652,1.05155,Loam,UK,Dundee
3246,2647,-0.1845,No,56.46,-3.08,barley.spring,5,0,0,0,0,0,0,354.4,264.415,89.985,9.62,18.64914,3.28381,Loam,UK,Dundee
3527,2449,-0.3056,No,56.46,-3.08,barley.spring,6,0,0,0,0,0,0,294.1,277.426,16.674,9.22,19.05522,1.52606,Loam,UK,Dundee
5328,5379,0.0096,Yes,-14.49,35.25,maize,3,0,0,0,1,1,1,724.3,1020.887,-296.587,30.075,31.11509,17.37379,Clay loam,Malawi,Mangochi
5766,5595,-0.0297,No,-14.49,35.25,maize,3,0,0,0,1,1,1,724.3,1020.887,-296.587,30.075,31.11509,17.37379,Clay loam,Malawi,Mangochi
4758,4350,-0.0858,No,-14.49,35.25,maize,3,0,0,0,1,1,1,724.3,1020.887,-296.587,30.075,31.11509,17.37379,Clay loam,Malawi,Mangochi
3109,1700,-0.4532,No,-11.9,33.59,maize,1,0,0,NA,NA,1,1,819.9,744.022,75.878,21.8,28.8382,13.03049,Sandy clay loam,Malawi,Mzimba
2413,2113,-0.1243,No,-11.9,33.59,maize,1,0,0,NA,NA,1,1,819.9,744.022,75.878,21.8,28.8382,13.03049,Sandy clay loam,Malawi,Mzimba
2796,2035,-0.2722,No,-11.9,33.59,maize,2,0,0,0,1,1,1,958.4,738.978,219.422,24.01429,27.28121,11.99453,Sandy clay loam,Malawi,Mzimba
3214,2285,-0.289,No,-11.9,33.59,maize,2,0,0,0,1,1,1,958.4,738.978,219.422,24.01429,27.28121,11.99453,Sandy clay loam,Malawi,Mzimba
2804,4578,0.6327,Yes,-11.9,33.59,maize,2,0,0,0,1,1,1,958.4,738.978,219.422,24.01429,27.28121,11.99453,Sandy clay loam,Malawi,Mzimba
5258,4856,-0.0765,No,-11.9,33.59,maize,3,0,0,0,1,1,1,973.5,728.527,244.973,24.8,28.01236,13.10176,Sandy clay loam,Malawi,Mzimba
4005,4790,0.196,Yes,-11.9,33.59,maize,3,0,0,0,1,1,1,973.5,728.527,244.973,24.8,28.01236,13.10176,Sandy clay loam,Malawi,Mzimba
4310,5960,0.3828,Yes,-11.9,33.59,maize,3,0,0,0,1,1,1,973.5,728.527,244.973,24.8,28.01236,13.10176,Sandy clay loam,Malawi,Mzimba
3448,8442,1.4484,Yes,-13.78,34.46,maize,3,0,0,0,1,1,1,688.3,955.441,-267.141,21.925,26.1478,13.98877,Clay loam,Malawi,Salima
5001,7164,0.4325,Yes,-13.78,34.46,maize,3,0,0,0,1,1,1,688.3,955.441,-267.141,21.925,26.1478,13.98877,Clay loam,Malawi,Salima
3891,6339,0.6291,Yes,-13.78,34.46,maize,3,0,0,0,1,1,1,688.3,955.441,-267.141,21.925,26.1478,13.98877,Clay loam,Malawi,Salima
4185,4621,0.1042,Yes,-14.93,34.88,maize,1,1,1,0,1,1,1,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742,Sandy clay loam,Malawi,"Manjawira EPA, Balaka section"
2831,4473,0.58,Yes,-14.93,34.88,maize,2,1,1,0,1,1,1,1003.199975,893.3684179,109.832,27.95000005,27.56810303,15.84720735,Sandy clay loam,Malawi,"Manjawira EPA, Balaka section"
3522,5624,0.5968,Yes,-14.93,34.88,maize,3,1,1,0,1,1,1,861.9000053,929.3934267,-67.493,28.9749999,28.98434041,16.10986427,Sandy clay loam,Malawi,"Manjawira EPA, Balaka section"
2881,4677,0.6234,Yes,-14.97,34.73,maize,1,1,1,0,1,1,1,961.1999922,630.7558451,330.444,24.81666692,25.05818422,15.08641692,Sandy loam,Malawi,"Manjawira EPA, Ntonda section"
3820,5222,0.367,Yes,-14.97,34.73,maize,2,1,1,0,1,1,1,921.6999931,642.9647165,278.735,26.25,26.41750016,15.21808649,Sandy loam,Malawi,"Manjawira EPA, Ntonda section"
3415,4504,0.3189,Yes,-14.97,34.73,maize,3,1,1,0,1,1,1,814.1000233,659.9085916,154.191,26.76666641,25.03714285,15.51644405,Sandy loam,Malawi,"Manjawira EPA, Ntonda section"
2903,2911,0.0028,Yes,-14.93,34.88,maize,1,1,1,0,1,1,1,991.1000009,905.3112985,85.789,26.98750019,28.99885215,15.60156742,Sandy clay loam,Malawi,"Manjawira EPA, Balaka section"
1787,3098,0.7336,Yes,-14.93,34.88,maize,2,1,1,0,1,1,1,1003.199975,893.3684179,109.832,27.95000005,27.56810303,15.84720735,Sandy clay loam,Malawi,"Manjawira EPA, Balaka section"
2550,4072,0.5969,Yes,-14.93,34.88,maize,3,1,1,0,1,1,1,861.9000053,929.3934267,-67.493,28.9749999,28.98434041,16.10986427,Sandy clay loam,Malawi,"Manjawira EPA, Balaka section"
2418,4331,0.7911,Yes,-14.97,34.73,maize,1,1,1,0,1,1,1,961.1999922,630.7558451,330.444,24.81666692,25.05818422,15.08641692,Sandy loam,Malawi,"Manjawira EPA, Ntonda section"
2665,4560,0.7111,Yes,-14.97,34.73,maize,2,1,1,0,1,1,1,921.6999931,642.9647165,278.735,26.25,26.41750016,15.21808649,Sandy loam,Malawi,"Manjawira EPA, Ntonda section"
2482,3280,0.3215,Yes,-14.97,34.73,maize,3,1,1,0,1,1,1,814.1000233,659.9085916,154.191,26.76666641,25.03714285,15.51644405,Sandy loam,Malawi,"Manjawira EPA, Ntonda section"
2540,3810,0.5,Yes,40.15,-103.15,wheat.winter,3,1,1,NA,NA,1,1,355.7,608.436,-252.736,8.53636,29.84061,-11.74617,Loam,USA,"Colorado, Akron"
1385,1585,0.1444,Yes,40.15,-103.15,wheat.winter,4,1,1,NA,NA,1,1,367.3,634.618,-267.318,9.95455,31.06044,-8.83371,Loam,USA,"Colorado, Akron"
2255,2720,0.2062,Yes,40.15,-103.15,wheat.winter,5,1,1,NA,NA,1,1,568.4,621.364,-52.964,10.16364,30.24864,-7.21116,Loam,USA,"Colorado, Akron"
1840,3530,0.9185,Yes,40.15,-103.15,wheat.winter,6,1,1,NA,NA,1,1,486.6,647.94,-161.339,10.22727,29.22616,-11.65825,Loam,USA,"Colorado, Akron"
2140,3445,0.6098,Yes,40.15,-103.15,wheat.winter,7,1,1,NA,NA,1,1,456,638.728,-182.728,9.88182,31.15953,-9.91188,Loam,USA,"Colorado, Akron"
1645,1990,0.2097,Yes,40.15,-103.15,wheat.winter,8,1,1,NA,NA,1,1,419.7,646.077,-226.377,10.3,29.86537,-7.93096,Loam,USA,"Colorado, Akron"
2355,3125,0.327,Yes,40.15,-103.15,wheat.winter,9,1,1,NA,NA,1,1,509.3,653.766,-144.466,11.20909,31.38359,-10.10253,Loam,USA,"Colorado, Akron"
1480,2160,0.4595,Yes,40.15,-103.15,wheat.winter,10,1,1,NA,NA,1,1,333.6,659.437,-325.837,11.96364,32.59679,-7.97563,Loam,USA,"Colorado, Akron"
3495,3925,0.123,Yes,40.15,-103.15,wheat.winter,11,1,1,NA,NA,1,1,483.4,645.468,-162.068,10.1,32.95001,-10.75148,Loam,USA,"Colorado, Akron"
2185,2124,-0.0279,No,40.1,-88.9,soybean,1,0,0,NA,NA,1,1,474.4,543.728,-69.328,19.63333,30.07007,7.84272,Loam,USA,Illinois
3299,3120,-0.0543,No,40.1,-88.9,soybean,1,0,0,NA,NA,1,1,474.4,543.728,-69.328,19.63333,30.07007,7.84272,Loam,USA,Illinois
3098,3240,0.0458,Yes,40.1,-88.9,soybean,3,0,0,NA,NA,1,1,531.6,534.665,-3.065,19.7,29.80985,6.36663,Loam,USA,Illinois
2309,2320,0.0048,Yes,40.1,-88.9,soybean,3,0,0,NA,NA,1,1,531.6,534.665,-3.065,19.7,29.80985,6.36663,Loam,USA,Illinois
2852,2839,-0.0046,No,40.1,-88.9,soybean,5,0,0,NA,NA,1,1,650.3,538.17,112.13,21.01667,29.38872,7.777,Loam,USA,Illinois
2130,2108,-0.0103,No,40.1,-88.9,soybean,5,0,0,NA,NA,1,1,650.3,538.17,112.13,21.01667,29.38872,7.777,Loam,USA,Illinois
3045,2951,-0.0309,No,40.1,-88.9,soybean,6,0,0,NA,NA,1,1,520.3,555.246,-34.946,20.01667,31.96114,5.5474,Loam,USA,Illinois
2578,2476,-0.0396,No,40.1,-88.9,soybean,6,0,0,NA,NA,1,1,520.3,555.246,-34.946,20.01667,31.96114,5.5474,Loam,USA,Illinois
1936,1754,-0.094,No,40.1,-88.9,soybean,7,0,0,NA,NA,1,1,579.4,531.883,47.517,20.35,29.50839,8.16002,Loam,USA,Illinois
2271,1877,-0.1735,No,40.1,-88.9,soybean,7,0,0,NA,NA,1,1,579.4,531.883,47.517,20.35,29.50839,8.16002,Loam,USA,Illinois
3090,4340,0.4045,Yes,37.99,-100.82,sorghum,3,0,0,0,1,1,1,231.2,457.939,-226.739,21.42,32.83991,4.51354,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5660,6190,0.0936,Yes,37.99,-100.82,sorghum,5,0,0,0,1,1,1,399.4,443.444,-44.044,20.04,31.81055,5.42173,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
3260,3640,0.1166,Yes,37.99,-100.82,sorghum,6,0,0,0,1,1,1,276.3,464.787,-188.487,21.8,33.53465,4.87562,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
2730,4430,0.6227,Yes,37.99,-100.82,sorghum,7,0,0,0,1,1,1,274.4,449.491,-175.091,21.4,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1710,1300,-0.2398,No,37.99,-100.82,wheat.winter,3,0,0,0,1,1,1,244.5,632.338,-387.838,12.93,34.02797,-9.2671,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
810,1530,0.8889,Yes,37.99,-100.82,wheat.winter,4,0,0,0,1,1,1,523,638.391,-115.391,12.71,31.81055,-9.15753,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
3820,3100,-0.1885,No,37.99,-100.82,wheat.winter,5,0,0,0,1,1,1,486,643.36,-157.36,12.86,33.52074,-9.03114,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1300,1290,-0.0077,No,37.99,-100.82,wheat.winter,3,0,0,0,1,1,1,244.5,632.338,-387.838,12.93,34.02797,-9.2671,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
2470,2880,0.166,Yes,37.99,-100.82,wheat.winter,4,0,0,0,1,1,1,523,638.391,-115.391,12.71,31.81055,-9.15753,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
3300,3380,0.0242,Yes,37.99,-100.82,wheat.winter,5,0,0,0,1,1,1,486,643.36,-157.36,12.86,33.52074,-9.03114,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
627,2321,2.7018,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1129,2760,1.4446,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1192,2509,1.1049,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1129,2321,1.0558,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1568,2948,0.8801,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1254,2195,0.7504,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1756,2885,0.6429,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1756,2509,0.4288,Yes,37.99,-100.82,maize,1,0,0,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5080,6397,0.2593,Yes,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4955,5896,0.1899,Yes,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5394,6272,0.1628,Yes,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
6335,7087,0.1187,Yes,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5958,6586,0.1054,Yes,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
6397,6836,0.0686,Yes,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5896,6147,0.0426,Yes,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4453,4328,-0.0281,No,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5143,4829,-0.0611,No,37.99,-100.82,maize,3,0,0,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
3951,6899,0.7461,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4704,7526,0.5999,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4829,7464,0.5457,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4328,6586,0.5217,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4516,6021,0.3333,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4014,5206,0.297,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4579,5708,0.2466,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4892,5958,0.2179,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5268,6335,0.2025,Yes,37.99,-100.82,maize,4,0,0,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1100,2780,1.5273,Yes,37.99,-100.82,maize,3,1,1,0,1,1,1,349.6,555.808,-206.208,20.95,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5390,6260,0.1614,Yes,37.99,-100.82,maize,5,1,1,0,1,1,1,364,572.642,-208.642,19.46667,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4730,7540,0.5941,Yes,37.99,-100.82,maize,6,1,1,0,1,1,1,390.1,599.818,-209.718,21.21667,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4910,7030,0.4318,Yes,37.99,-100.82,maize,7,1,1,0,1,1,1,377.1,553.211,-176.111,19.56667,34.49125,2.97303,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
2750,3880,0.4109,Yes,37.99,-100.82,sorghum,3,1,1,0,1,1,1,274.4,449.491,-175.091,21.4,34.54738,3.92343,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
5990,5710,-0.0467,No,37.99,-100.82,sorghum,5,1,1,0,1,1,1,311.7,469.59,-157.89,20.02,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
4250,5440,0.28,Yes,37.99,-100.82,sorghum,6,1,1,0,1,1,1,367.4,491.834,-124.434,21.82,33.81494,5.66872,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
3060,3180,0.0392,Yes,37.99,-100.82,sorghum,7,1,1,0,1,1,1,271,469.366,-198.366,20.86,34.49125,2.97303,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
1460,1370,-0.0616,No,37.99,-100.82,soybean,5,1,1,0,1,1,1,311.7,469.59,-157.89,20.02,31.78592,3.43443,Sandy loam,USA,"Kansas, Garden City (Southwest Reseach-Extension Center)"
